rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_intensity,soil_moisture,river_level,river_level_change,elevation,slope,distance_to_river,historical_flood_frequency,flood_label
1.28,3.89,6.37,11.01,1.58,48.46,1.31,-0.47,3083.9,40.8,9.46,0.302,0
7.39,44.15,110.72,236.03,5.18,70.42,3.35,-0.03,2499.9,46.5,6.78,0.435,0
19.77,28.87,62.85,100.21,22.96,65.52,2.25,0.41,3027.1,49.2,9.28,0.344,0
25.04,78.48,185.77,379.2,19.7,62.19,4.76,0.25,3138.5,54.3,9.29,0.343,0
30.25,69.44,145.47,213.81,25.92,72.12,4.51,0.59,1979.0,41.5,7.41,0.483,0
6.61,11.91,22.11,36.77,6.86,22.8,1.53,-0.22,2710.4,45.8,9.73,0.269,0
21.01,31.44,52.34,110.01,22.75,45.44,1.63,-0.16,599.5,22.4,2.48,0.818,0
10.21,19.99,27.68,47.9,7.82,42.62,1.68,-0.08,2947.8,52.2,9.61,0.251,0
20.04,58.4,121.68,281.66,16.91,75.44,3.75,0.09,1542.7,33.6,6.29,0.522,0
8.73,36.21,56.97,106.21,8.18,66.15,2.63,-0.2,2528.1,48.6,7.39,0.301,0
45.63,82.36,142.19,355.87,55.43,61.98,3.54,1.2,2993.2,39.0,10.45,0.196,1
7.32,11.42,13.2,23.08,9.48,49.41,1.57,-0.2,3139.4,49.6,8.44,0.28,0
9.04,10.32,13.35,22.85,11.07,42.09,1.79,-0.14,1199.0,27.7,5.11,0.645,0
1.0,1.27,2.89,3.93,1.19,24.38,1.14,-0.36,2354.4,40.5,7.72,0.464,0
10.32,41.55,94.24,153.05,8.61,48.46,2.47,-0.09,1431.9,37.3,4.05,0.59,0
15.5,30.02,48.05,92.25,19.66,46.75,2.09,0.1,3007.6,41.0,9.28,0.284,0
10.16,40.07,74.22,123.49,8.78,55.89,2.2,-0.11,2015.2,39.1,7.18,0.47,0
48.32,96.41,133.18,260.54,54.97,73.34,3.99,1.48,1356.6,33.9,5.08,0.561,1
11.45,29.31,45.41,68.79,11.48,60.44,1.98,-0.18,603.4,36.0,1.73,0.76,0
24.75,47.3,83.77,180.27,24.1,85.63,3.01,0.42,568.2,22.9,2.04,0.825,1
3.13,9.23,14.17,31.38,2.92,54.3,1.79,-0.1,2059.6,36.2,9.22,0.412,0
36.75,55.96,71.28,125.3,47.5,70.92,2.8,1.3,1703.3,36.8,6.11,0.518,0
25.48,56.59,137.96,286.05,25.58,83.7,4.76,0.86,1443.1,42.4,4.56,0.612,1
63.79,89.71,140.41,167.85,56.28,70.53,3.61,1.2,1620.6,31.6,4.59,0.52,1
8.86,11.62,21.68,32.29,8.18,47.54,2.06,-0.17,1433.5,30.6,4.31,0.535,0
66.66,109.81,203.66,336.24,47.99,67.55,5.25,1.39,2542.4,48.3,6.96,0.404,1
24.63,34.08,88.84,172.76,26.94,73.56,3.72,0.54,3100.4,43.2,9.22,0.397,0
62.87,67.59,99.69,269.36,78.88,84.0,4.23,3.4,2670.7,48.2,8.72,0.234,1
58.02,99.45,142.08,167.78,72.43,76.94,4.69,2.67,2799.9,53.6,7.53,0.477,1
34.35,72.26,123.8,200.74,41.04,59.17,3.05,0.56,1802.0,32.1,5.7,0.449,0
29.09,47.48,78.52,131.1,30.63,63.35,2.24,0.46,1429.5,33.1,3.83,0.543,0
45.91,80.9,120.28,199.91,37.57,76.14,3.9,0.92,1635.9,31.3,5.85,0.54,1
14.56,20.49,26.52,104.38,15.17,51.87,1.54,-0.07,1336.7,31.1,5.51,0.563,0
2.35,9.24,25.15,58.03,1.85,58.42,1.76,-0.31,2078.2,47.7,7.97,0.474,0
34.41,61.0,80.54,213.7,36.43,69.75,2.52,0.92,2181.7,39.0,11.01,0.355,1
16.84,26.74,42.39,106.97,19.1,59.91,1.7,0.1,1195.8,31.3,5.1,0.529,0
17.06,66.59,137.64,227.45,21.82,73.22,4.14,0.58,2619.7,46.0,6.99,0.318,1
9.57,15.62,22.4,52.69,7.89,44.97,1.84,-0.2,2267.5,43.0,6.12,0.499,0
16.02,64.6,90.99,152.28,12.28,71.48,3.32,0.24,2642.2,48.3,8.56,0.365,0
5.79,10.27,12.99,14.65,4.44,24.17,1.26,-0.14,2431.8,31.1,8.19,0.446,0
40.48,48.98,87.9,173.33,49.73,66.62,3.08,1.38,2515.0,44.9,6.57,0.428,1
74.54,104.31,146.78,272.01,91.05,84.91,3.33,1.72,507.4,11.0,2.21,0.734,1
16.73,25.72,32.54,81.46,19.92,46.44,1.91,0.17,2845.9,45.2,8.46,0.18,0
25.53,31.9,55.48,67.24,27.49,36.34,1.65,-0.17,1420.9,26.2,3.91,0.645,0
22.0,64.38,111.8,151.69,26.21,71.05,3.24,0.49,1892.9,36.5,5.33,0.497,0
27.52,37.89,74.49,95.48,35.17,43.17,1.98,0.16,926.8,30.8,2.86,0.725,0
47.18,54.77,114.02,195.2,42.44,76.46,4.35,1.56,2406.3,52.4,6.73,0.426,1
51.1,87.98,95.64,144.14,51.63,67.6,2.99,0.87,1816.9,30.3,5.85,0.437,1
28.65,48.01,82.99,120.0,30.22,46.47,1.74,0.01,788.0,23.3,6.28,0.694,0
7.38,62.11,77.26,141.64,6.08,78.29,2.82,-0.18,1449.1,23.7,4.57,0.55,0
21.58,29.57,99.39,205.98,27.74,66.1,3.48,0.38,507.3,33.1,2.08,0.767,1
30.89,81.4,134.23,236.49,38.36,84.88,4.1,1.01,607.8,20.9,2.41,0.753,1
27.32,30.43,50.88,101.97,24.82,56.7,2.3,0.41,3172.6,56.9,9.29,0.259,0
15.8,23.98,60.95,112.85,12.52,48.36,2.21,-0.13,980.4,24.8,2.88,0.611,0
21.69,59.76,126.47,254.81,18.68,84.71,4.53,0.37,1755.0,32.5,5.64,0.532,0
33.47,74.03,161.76,188.44,24.46,73.35,4.77,0.73,2647.7,47.4,8.65,0.281,1
18.58,35.55,41.95,78.55,15.97,63.32,2.17,0.3,2426.3,42.1,6.67,0.459,0
49.07,76.23,113.9,194.2,60.52,65.87,3.17,1.28,2070.5,36.5,6.19,0.505,1
5.31,12.44,27.19,50.09,6.73,43.21,1.63,-0.15,2319.0,46.0,6.16,0.489,0
7.96,34.98,75.76,194.99,6.25,72.74,2.79,-0.06,2620.8,45.5,8.73,0.333,0
57.66,117.66,219.75,379.25,61.26,82.62,5.03,1.67,401.1,20.7,1.81,0.83,1
17.61,21.87,54.68,107.14,22.82,40.08,2.0,-0.05,2549.7,34.9,11.98,0.212,0
10.34,16.97,67.68,133.01,10.4,59.11,2.41,0.01,1457.3,29.2,6.41,0.661,0
10.73,14.3,44.73,75.5,8.56,44.95,1.48,-0.33,1614.6,34.9,4.7,0.587,0
27.7,33.61,40.97,95.39,34.91,65.68,2.32,0.55,2757.9,40.7,8.08,0.391,0
21.71,42.47,45.56,85.04,23.97,60.56,1.85,0.29,782.8,26.6,3.51,0.638,0
8.83,13.46,16.23,27.59,11.01,38.12,1.7,-0.09,716.1,26.6,2.72,0.799,0
18.55,33.85,57.44,61.93,15.95,49.15,1.89,0.17,2596.9,47.6,7.65,0.38,0
17.72,39.64,58.9,97.17,16.9,67.64,2.62,-0.07,835.4,23.9,7.27,0.59,0
74.42,125.51,188.52,223.61,73.79,65.22,3.79,1.3,1614.5,31.5,5.91,0.471,1
27.0,36.67,70.45,111.85,22.09,42.87,1.84,0.16,819.2,33.4,6.33,0.59,0
44.74,89.67,143.48,277.72,34.18,86.08,6.18,1.62,3119.3,54.7,8.27,0.412,1
69.33,95.68,184.83,297.75,86.9,70.04,4.15,1.81,570.1,24.1,2.14,0.754,1
6.61,9.9,11.2,20.06,5.18,24.73,1.36,-0.14,2724.9,45.5,8.02,0.407,0
8.5,43.77,53.72,149.35,7.98,61.93,2.3,-0.16,1458.5,27.0,4.03,0.635,0
4.82,6.19,11.88,20.13,4.51,20.63,1.54,-0.36,2493.2,46.0,8.17,0.311,0
0.27,0.35,0.74,0.87,0.35,34.75,1.4,-0.38,2360.0,45.8,8.07,0.345,0
8.08,21.51,53.31,72.93,9.16,37.33,1.66,-0.04,2183.8,38.0,8.06,0.443,0
13.67,35.3,56.06,126.6,12.7,43.84,2.06,-0.23,1609.1,45.7,5.31,0.529,0
27.48,52.86,72.37,166.32,28.52,63.25,2.89,0.36,2129.1,37.2,5.98,0.549,0
6.66,35.72,81.07,112.39,6.14,72.49,2.77,0.03,1560.5,32.3,4.74,0.548,0
13.29,60.42,125.14,245.29,12.15,73.47,3.64,0.22,1713.0,35.1,6.16,0.472,1
2.57,7.15,11.12,19.94,1.89,43.14,1.38,-0.2,811.1,18.1,5.88,0.578,0
25.23,29.47,44.64,96.94,22.99,45.0,1.9,-0.03,2728.5,42.3,9.64,0.28,0
29.21,62.33,147.75,245.74,25.79,81.27,4.79,0.72,2303.0,44.0,8.93,0.335,0
3.8,27.75,40.55,104.27,4.12,40.86,1.79,-0.24,2836.1,51.6,12.72,0.223,0
18.09,22.04,79.09,153.55,23.17,73.21,2.63,0.46,819.6,23.9,4.06,0.727,0
0.69,4.4,6.2,15.99,0.85,36.04,1.4,-0.11,3041.9,53.7,8.72,0.322,0
56.42,85.37,94.99,209.38,55.26,84.11,3.0,1.52,628.2,19.4,4.44,0.679,1
35.29,49.7,72.63,152.4,45.33,76.71,2.91,1.19,956.4,33.7,4.5,0.615,0
17.86,27.43,46.41,63.88,22.33,45.62,1.59,-0.19,2011.9,36.4,6.94,0.479,0
13.3,15.92,31.74,58.32,16.62,57.66,2.09,0.24,2430.3,51.2,7.38,0.429,0
21.61,46.5,65.74,186.78,24.33,65.89,2.69,0.3,2147.3,39.8,6.16,0.498,0
0.55,3.1,5.52,8.94,0.42,16.83,2.07,-0.33,1504.7,31.8,4.63,0.527,0
15.85,19.65,45.07,59.0,18.98,56.74,2.13,0.24,2270.9,35.7,8.76,0.299,0
28.52,45.93,87.7,117.69,24.33,61.34,2.31,0.12,1188.2,25.1,4.11,0.608,0
32.39,40.55,140.34,183.81,26.05,70.68,3.99,0.75,2537.8,46.6,9.3,0.327,1
54.8,82.47,110.11,213.33,53.53,82.35,3.9,1.72,2827.1,38.2,9.19,0.255,1
10.61,15.87,43.28,130.14,13.3,54.53,2.21,0.1,3012.9,43.2,11.57,0.111,0
8.46,13.2,27.21,42.54,7.3,26.96,1.53,-0.24,2227.7,38.3,7.76,0.375,0
34.23,54.87,100.53,167.43,24.86,74.75,3.29,0.26,648.9,28.4,10.18,0.484,0
30.47,48.43,94.49,186.77,37.33,70.34,3.39,0.73,2488.8,39.1,7.61,0.429,1
17.07,36.93,60.61,73.38,19.93,69.75,2.45,0.07,1683.0,27.2,4.49,0.601,0
35.29,58.75,78.47,124.66,37.52,52.39,2.37,0.41,1684.4,36.9,5.87,0.617,0
25.81,31.63,34.83,59.49,20.98,54.39,1.9,0.04,2098.7,39.8,6.25,0.513,0
5.88,6.99,10.9,15.6,4.17,46.45,1.75,-0.15,3087.6,43.1,8.39,0.324,0
48.21,60.13,76.56,134.72,58.76,46.04,2.03,0.49,3137.7,48.5,8.23,0.354,0
7.08,29.01,38.35,77.41,7.7,50.51,2.04,-0.06,3127.2,52.8,8.36,0.365,0
9.83,17.73,22.84,38.83,8.91,49.5,1.9,-0.02,766.9,33.7,3.52,0.791,0
24.2,40.52,66.9,76.91,21.98,42.31,2.22,-0.14,2301.7,49.1,6.35,0.465,0
21.85,56.06,79.09,119.02,23.36,53.15,2.13,0.09,1553.3,30.2,4.78,0.511,0
3.93,8.77,14.49,28.49,3.29,24.36,1.28,-0.28,2067.9,34.2,7.11,0.47,0
29.61,53.62,89.91,183.47,26.81,76.58,3.0,0.51,1624.8,32.1,4.34,0.609,0
16.61,33.1,55.98,76.73,21.57,42.12,2.13,0.14,2198.6,35.2,8.57,0.346,0
8.15,19.97,24.37,44.91,8.41,40.88,1.67,-0.05,1170.5,33.3,3.65,0.603,0
4.72,6.69,13.73,27.06,4.57,41.98,2.04,-0.41,2374.4,43.9,10.67,0.311,0
13.6,15.93,34.66,56.48,13.93,44.6,1.9,-0.15,568.6,24.5,1.74,0.76,0
17.13,47.4,73.74,141.76,21.4,50.94,1.9,-0.12,441.1,21.5,2.95,0.826,0
5.88,38.07,75.1,157.81,6.13,67.41,2.92,-0.03,2747.0,58.0,7.11,0.345,0
25.57,43.86,102.3,146.9,26.13,69.98,3.36,0.52,2903.4,54.6,7.57,0.262,0
11.94,50.61,122.17,178.76,13.85,61.23,3.49,-0.07,2644.8,30.5,7.52,0.475,0
51.2,93.82,149.91,221.8,52.11,74.75,4.59,1.57,2504.6,41.3,7.05,0.438,1
3.74,19.32,44.11,64.85,4.23,45.01,2.02,-0.14,2962.0,42.5,9.06,0.345,0
39.63,42.17,90.82,133.5,40.77,51.27,1.76,0.37,1004.9,18.2,2.88,0.722,0
17.22,25.31,51.71,92.87,16.74,55.09,2.24,0.07,2158.3,47.0,5.62,0.402,0
43.44,69.99,102.95,199.55,43.51,81.89,4.02,1.23,969.7,31.9,4.16,0.61,1
4.7,10.81,52.29,83.32,4.25,48.43,1.69,-0.37,489.3,13.7,1.64,0.786,0
47.84,92.85,106.84,233.23,51.22,53.89,2.66,0.79,1669.4,38.4,4.46,0.709,1
20.27,47.67,82.35,189.34,17.99,78.55,3.52,0.35,2951.2,49.7,8.02,0.374,0
6.9,11.67,31.45,38.88,8.45,33.98,1.42,-0.34,1130.6,28.6,3.04,0.671,0
43.87,83.63,112.03,145.06,31.29,57.14,3.09,0.38,2544.8,51.3,7.3,0.427,0
35.27,48.44,123.76,230.77,34.55,71.22,3.74,0.76,2941.7,43.0,8.67,0.396,1
12.68,16.03,29.42,39.62,16.33,46.57,1.56,-0.17,1913.0,34.8,5.84,0.49,0
14.73,20.47,37.32,69.52,13.7,36.51,1.51,-0.1,2824.8,53.7,7.65,0.371,0
7.45,13.28,24.92,36.5,6.64,43.46,1.72,-0.21,2053.0,30.9,6.54,0.483,0
62.91,109.93,169.71,201.26,45.1,86.09,4.87,1.34,871.8,23.4,2.81,0.656,1
12.16,40.91,63.95,83.13,15.39,60.21,2.03,-0.12,2750.7,39.2,8.03,0.303,0
36.24,96.31,108.47,154.32,30.81,54.69,2.39,0.09,1533.0,28.6,5.48,0.535,0
19.53,82.39,164.32,242.24,22.27,82.43,5.24,0.49,2397.1,38.4,6.31,0.305,0
2.08,5.75,12.03,59.84,2.04,36.11,1.65,-0.23,2070.1,35.2,10.52,0.354,0
5.62,12.59,22.26,43.16,7.13,60.64,1.94,-0.15,837.1,24.6,4.41,0.636,0
40.81,80.14,149.64,278.11,43.33,67.2,4.41,1.21,2914.2,45.6,10.19,0.143,1
5.36,6.02,6.64,13.29,6.94,42.85,1.59,-0.27,1199.2,27.3,4.07,0.602,0
32.34,75.7,101.99,148.82,32.29,59.17,2.78,0.36,1700.5,35.5,5.43,0.514,0
45.42,49.99,96.02,122.85,54.11,54.73,2.36,0.57,2305.6,35.0,6.53,0.445,1
18.05,36.1,59.89,99.24,13.32,62.74,2.24,0.15,1415.8,27.7,7.79,0.486,0
3.06,5.88,7.96,9.92,3.36,20.96,1.54,-0.23,1233.5,31.2,4.02,0.567,0
14.02,25.09,59.01,127.09,16.47,60.61,2.24,-0.08,1934.9,35.2,9.46,0.491,0
4.95,6.6,13.88,21.61,5.43,47.65,1.47,-0.38,1418.5,38.7,4.19,0.526,0
20.31,24.93,45.67,84.88,17.78,42.41,1.48,-0.17,2899.0,53.2,8.66,0.389,0
16.45,25.72,51.27,78.93,15.72,63.28,2.28,0.22,3039.2,44.5,8.5,0.285,0
5.93,12.09,24.77,64.39,6.29,38.19,1.53,-0.29,747.0,27.2,3.22,0.792,0
22.81,57.13,90.08,124.18,23.16,53.37,2.25,0.17,1159.8,24.0,3.61,0.645,0
74.66,137.21,190.57,310.66,77.7,62.35,4.2,1.64,2734.0,40.5,8.19,0.386,1
12.45,16.14,37.38,68.73,9.23,50.89,2.07,-0.23,2525.1,43.6,8.58,0.286,0
8.96,20.22,36.93,45.3,11.39,50.36,1.55,0.01,876.5,23.9,11.18,0.486,0
8.44,12.44,26.87,44.51,8.54,30.46,1.73,-0.23,1266.6,18.8,5.82,0.605,0
34.15,55.47,70.75,87.26,30.89,43.77,2.13,-0.02,3167.1,48.9,8.44,0.309,0
22.68,26.9,58.44,91.92,23.91,60.96,2.04,0.02,486.6,23.6,1.43,0.825,0
35.82,73.17,117.0,192.12,37.43,59.2,3.21,0.41,2014.1,43.2,8.27,0.458,0
13.97,34.02,75.03,126.16,16.89,65.77,2.59,0.17,1981.9,39.7,5.74,0.493,0
36.94,70.57,152.43,304.61,45.3,58.69,3.46,0.67,1121.4,29.4,3.08,0.564,1
27.77,43.49,58.62,71.72,30.78,58.51,1.72,0.24,2158.6,36.7,6.59,0.563,0
45.26,90.6,96.84,150.03,44.63,64.1,3.23,0.78,2297.7,46.6,6.94,0.403,0
5.77,37.35,99.13,154.81,4.6,64.41,3.26,-0.26,2654.2,49.9,9.3,0.35,0
4.29,10.39,15.73,27.85,3.36,28.09,1.55,-0.13,529.0,17.2,4.03,0.747,0
64.17,75.61,102.59,225.67,66.91,76.78,3.15,2.12,1952.7,33.7,6.5,0.559,1
33.81,56.95,93.31,139.03,38.11,44.5,2.07,0.41,3006.4,49.8,10.26,0.195,0
12.65,22.26,44.56,55.58,12.22,32.47,1.75,-0.15,1420.1,31.5,4.63,0.644,0
53.64,67.26,93.8,298.69,39.16,62.92,2.58,0.53,1122.5,28.0,3.57,0.633,1
18.19,29.9,49.11,73.29,20.39,50.64,1.8,-0.1,2176.6,40.3,5.79,0.586,0
27.43,45.83,72.52,90.48,25.0,58.84,2.4,0.26,575.1,27.3,3.06,0.752,0
4.0,6.74,8.2,19.44,3.53,39.18,1.78,-0.23,1239.5,20.2,3.38,0.57,0
9.53,17.62,30.57,53.03,11.62,58.98,2.12,-0.05,2348.7,28.0,6.81,0.501,0
2.08,10.62,13.57,52.04,2.68,46.75,1.26,-0.41,2148.4,29.9,6.47,0.504,0
9.24,22.5,38.34,95.65,8.26,49.27,1.91,-0.34,1486.0,24.8,4.05,0.648,0
0.69,1.62,3.28,9.41,0.58,29.08,1.78,-0.32,1255.7,30.9,4.85,0.588,0
27.1,63.98,124.54,139.25,20.61,71.54,3.72,0.21,2960.4,42.3,7.76,0.194,0
26.61,31.97,68.06,108.03,25.17,72.55,2.55,0.29,1699.1,26.8,6.11,0.504,0
4.98,9.77,15.01,23.31,3.71,53.2,1.45,-0.24,1955.8,41.5,6.32,0.543,0
31.24,48.02,70.93,135.46,34.79,76.24,2.86,0.95,2791.6,46.7,9.22,0.208,0
1.4,9.23,12.92,37.79,0.99,48.84,1.84,-0.44,2946.9,42.6,8.15,0.35,0
5.17,23.48,26.5,60.61,3.84,33.62,1.75,-0.11,1543.6,30.3,5.68,0.506,0
2.42,7.74,10.06,24.19,2.6,48.12,1.4,-0.39,1607.2,28.5,5.08,0.555,0
19.55,29.76,51.58,221.1,20.09,59.37,1.65,0.17,902.1,23.6,2.75,0.825,0
78.14,135.57,232.1,332.5,95.16,61.24,4.21,1.73,965.4,28.1,2.86,0.687,1
13.66,26.82,29.66,96.15,13.27,52.7,1.87,-0.08,1412.7,27.6,4.49,0.607,0
4.58,6.93,17.34,29.36,5.81,44.24,1.31,-0.11,2289.5,48.7,6.2,0.44,0
18.01,74.43,91.82,242.75,18.8,80.66,3.53,0.3,2229.6,38.4,6.14,0.432,1
49.26,62.23,90.54,208.17,62.45,55.73,2.22,1.03,1527.1,34.5,6.55,0.596,1
39.94,45.46,68.66,148.54,38.57,74.19,2.82,1.01,1310.3,32.9,3.63,0.695,1
12.18,27.64,82.26,150.35,13.96,67.53,2.46,0.05,1217.5,32.5,6.63,0.553,0
11.49,18.52,22.0,67.39,9.09,34.5,1.26,-0.14,2084.8,35.4,8.55,0.367,0
17.57,29.75,77.31,120.6,21.63,72.95,3.14,0.52,1470.3,35.2,7.95,0.611,0
42.05,80.3,140.87,196.37,47.51,84.1,5.07,1.97,2165.1,41.3,5.94,0.539,1
49.03,79.36,120.19,220.55,43.25,83.77,4.34,1.63,2654.5,44.3,7.58,0.403,1
16.57,24.81,38.66,122.29,12.63,75.39,2.36,0.05,2772.0,42.4,7.35,0.352,0
14.2,22.83,43.45,73.41,17.71,55.58,1.9,-0.07,997.0,25.8,2.7,0.725,0
14.98,28.82,37.9,56.14,14.92,39.34,1.53,-0.01,2326.7,36.8,7.58,0.402,0
14.71,31.23,65.61,97.93,14.1,70.94,2.28,0.25,2034.1,34.4,5.74,0.499,0
14.81,26.82,30.71,54.73,14.95,28.84,1.82,-0.11,3059.0,42.5,9.67,0.273,0
7.73,11.89,15.08,32.1,5.48,35.36,1.43,-0.31,513.5,35.9,2.55,0.77,0
39.12,48.13,86.17,153.7,48.49,76.4,3.17,1.29,2069.8,31.4,11.14,0.284,1
9.03,12.32,22.62,31.38,11.31,33.04,1.6,-0.26,654.0,30.0,2.88,0.745,0
6.88,12.33,29.14,61.1,5.06,63.9,2.19,-0.34,1880.1,28.2,6.45,0.512,0
46.64,67.74,102.6,278.2,41.04,84.3,3.43,1.1,1702.4,30.9,4.82,0.547,1
15.88,64.78,148.26,246.22,17.34,63.2,3.03,-0.05,673.6,26.6,2.18,0.71,0
20.32,52.52,67.95,146.17,26.32,57.66,2.09,0.46,2552.0,43.5,7.18,0.44,0
43.94,88.28,121.46,174.29,38.0,77.63,4.45,1.42,2788.5,53.5,8.02,0.359,0
1.54,2.71,8.25,12.75,1.99,46.76,1.69,-0.32,707.0,23.5,4.74,0.661,0
1.31,4.87,5.44,15.06,1.16,21.48,1.47,-0.16,2048.4,36.3,6.35,0.507,0
9.14,34.11,56.17,100.68,11.87,52.17,2.28,-0.08,3088.0,57.0,10.22,0.225,0
44.16,78.0,110.97,262.01,47.39,55.66,2.97,0.67,2191.1,40.4,6.54,0.429,0
1.69,3.27,9.42,20.8,1.26,51.4,1.59,-0.48,1652.3,28.2,7.44,0.418,0
32.38,45.77,51.15,86.78,33.54,44.13,1.45,-0.05,780.0,23.5,2.98,0.648,0
25.2,57.86,76.16,162.31,25.42,76.29,3.18,0.72,3120.8,44.8,9.19,0.295,1
30.17,63.99,74.06,127.44,29.71,72.36,2.16,0.49,1525.3,24.6,4.2,0.616,0
5.51,9.49,26.46,67.19,4.03,57.12,1.75,-0.35,606.1,20.5,2.46,0.652,0
30.78,47.04,95.45,148.91,35.36,59.78,2.52,0.56,1894.6,37.7,7.53,0.409,0
7.01,21.58,51.15,73.88,7.92,60.75,2.08,-0.24,1674.4,31.5,5.1,0.532,0
0.73,3.68,12.3,24.79,0.83,32.32,1.8,-0.25,2777.9,45.6,10.59,0.259,0
3.36,8.53,30.48,43.55,3.91,52.89,1.85,-0.17,2510.2,37.1,10.47,0.334,0
52.27,77.29,195.34,393.73,48.09,77.28,5.91,1.65,2671.8,51.2,10.49,0.247,1
38.64,67.59,86.86,121.13,38.21,71.34,3.37,0.95,3057.8,43.4,8.21,0.311,0
5.28,9.49,12.85,23.69,3.72,29.74,1.62,-0.21,1660.0,32.9,5.94,0.629,0
44.26,54.43,110.76,162.53,52.9,69.64,2.79,0.77,431.9,16.4,1.56,0.831,1
37.98,79.18,123.1,207.51,27.17,68.18,3.51,0.31,2303.5,36.3,7.24,0.391,0
10.75,19.41,29.4,52.39,9.94,38.31,1.72,-0.16,2196.6,41.0,7.41,0.38,0
50.12,105.55,188.73,296.84,62.35,57.09,3.73,1.17,1132.7,37.5,5.03,0.578,1
44.82,85.13,97.95,189.13,52.03,77.25,2.75,0.74,463.2,16.5,1.39,0.745,1
8.81,18.95,34.65,55.72,7.55,34.59,2.12,-0.21,2291.2,37.0,6.6,0.42,0
13.81,57.87,106.07,227.09,15.11,60.74,2.98,0.26,2822.9,53.8,7.71,0.375,0
22.5,36.17,47.51,71.08,15.88,53.09,1.87,-0.25,585.1,17.5,3.13,0.636,0
14.34,25.85,42.42,55.75,13.41,47.53,1.95,-0.21,2581.1,32.9,7.55,0.419,0
0.74,4.82,6.38,12.74,0.65,48.36,1.93,-0.1,1009.1,25.5,4.72,0.585,0
42.9,80.06,113.12,145.98,46.19,57.44,2.54,0.53,679.5,23.3,2.7,0.745,1
16.96,19.9,24.44,47.3,14.27,38.58,1.69,-0.29,863.9,25.8,2.61,0.682,0
41.36,87.85,134.77,210.67,39.47,60.38,2.72,0.44,829.7,25.4,3.18,0.723,0
70.61,111.86,141.65,319.8,59.89,80.66,3.64,1.35,571.9,18.5,3.63,0.672,1
6.74,16.67,26.57,67.05,7.59,55.21,1.67,-0.07,1502.9,32.9,4.23,0.509,0
11.42,17.76,37.95,69.11,11.06,60.34,1.68,-0.02,2170.8,42.1,7.84,0.474,0
15.41,48.69,72.65,170.17,19.12,52.48,2.57,0.02,3103.9,47.6,14.29,0.252,0
6.58,43.67,70.7,137.98,7.29,56.62,2.43,-0.3,2896.9,46.3,9.01,0.338,0
38.93,69.95,114.98,205.62,28.32,75.05,4.25,0.97,3189.6,55.3,8.68,0.316,1
5.48,6.77,10.0,15.73,4.38,26.01,1.8,-0.1,1263.4,29.7,3.81,0.595,0
11.39,15.91,31.0,54.26,13.71,58.41,1.81,0.09,1580.9,29.6,8.58,0.494,0
15.21,27.95,33.65,54.5,11.95,38.0,1.76,-0.21,722.4,21.2,3.93,0.687,0
2.86,16.38,41.2,52.87,2.63,49.59,1.95,-0.32,2500.1,44.4,6.67,0.37,0
59.86,84.67,101.62,274.5,50.38,92.07,3.87,1.83,662.2,25.6,3.43,0.754,1
101.36,142.54,193.57,365.32,82.76,92.99,6.21,3.26,419.0,26.4,2.65,0.842,1
33.18,71.66,99.73,182.54,37.07,80.27,3.85,1.14,2349.9,34.2,6.44,0.431,1
10.28,56.32,109.47,165.03,11.2,80.53,4.01,0.01,1757.1,39.3,4.69,0.574,0
7.78,17.09,53.42,104.01,7.78,63.81,2.55,-0.26,3129.9,49.0,9.14,0.416,0
26.43,36.42,67.46,129.45,28.72,59.85,2.53,0.51,2784.0,48.0,10.1,0.361,0
59.68,76.08,168.55,337.68,71.67,69.08,4.35,1.88,2266.6,33.5,6.24,0.526,1
42.75,58.1,105.19,210.06,36.1,57.51,2.5,0.47,1745.5,36.5,6.08,0.498,0
11.86,28.4,49.96,109.06,12.75,49.8,2.04,-0.19,2783.3,49.4,9.04,0.378,0
28.65,64.97,118.4,201.87,36.23,82.6,4.31,1.06,760.0,31.7,2.27,0.824,1
5.79,12.78,35.41,71.79,5.26,51.9,1.85,-0.08,980.4,26.0,3.42,0.692,0
27.0,70.47,114.55,227.83,32.92,62.47,2.23,0.51,1271.6,28.0,6.02,0.517,1
41.86,68.52,81.95,90.79,41.93,59.01,2.47,0.54,1415.6,30.1,5.09,0.48,0
0.95,1.89,3.13,6.59,1.03,37.3,1.46,-0.1,2002.2,35.7,5.96,0.496,0
32.94,51.04,82.65,115.84,31.93,63.68,2.88,0.42,2129.8,43.5,8.36,0.367,0
44.93,66.69,79.51,272.07,52.44,87.85,3.17,1.86,1851.7,27.9,5.18,0.49,1
4.27,20.36,25.15,32.32,5.01,45.91,1.34,-0.06,2871.9,46.5,7.39,0.34,0
32.09,46.4,109.84,206.5,27.74,58.1,2.64,0.02,593.8,24.2,1.94,0.756,0
15.91,50.84,62.56,86.54,13.57,52.73,2.3,-0.26,1477.5,29.1,4.07,0.645,0
20.66,31.16,33.45,49.87,22.95,34.1,1.58,-0.17,2235.4,38.2,6.12,0.362,0
45.13,67.83,92.35,124.91,54.26,51.44,2.45,0.85,2375.7,44.5,10.15,0.345,0
8.27,19.96,40.6,82.06,10.6,53.29,1.93,-0.09,2219.6,39.3,6.8,0.553,0
23.29,44.67,59.52,90.17,29.32,49.4,2.22,0.21,2406.1,40.5,10.09,0.275,0
